subject_name,subject_type,relation_type,object_name,object_type
母线,数学实体,部分于,圆锥,数学实体
母线,数学实体,部分于,圆柱,数学实体
方向向量,数学实体,相关于,非零向量,数学实体
向量平行的性质,数学实体,相关于,非零向量,数学实体
向量的夹角的定义,数学实体,相关于,非零向量,数学实体
向量垂直的性质,数学实体,相关于,非零向量,数学实体
共线向量的定义,数学实体,相关于,非零向量,数学实体
三角形法则,数学实体,相关于,非零向量,数学实体
向量的数量积的定义,数学实体,相关于,非零向量,数学实体
向量内积的性质,数学实体,相关于,非零向量,数学实体
非零向量,数学实体,属于,向量,数学实体
一般式,数学实体,相关于,二次函数,数学实体
交点式,数学实体,相关于,二次函数,数学实体
二次函数零点的性质,数学实体,相关于,二次函数,数学实体
顶点式,数学实体,相关于,二次函数,数学实体
二次函数,数学实体,属于,函数,数学实体
无理数的性质,数学实体,相关于,差,数学实体
坐标运算,数学实体,相关于,差,数学实体
步骤,数学实体,相关于,差,数学实体
步骤,数学实体,相关于,差,数学实体
作用,数学实体,相关于,差,数学实体
向量的减法的定义,数学实体,相关于,差,数学实体
数列的公差的定义,数学实体,相关于,差,数学实体
平方差公式,数学实体,相关于,差,数学实体
不同点,数学实体,相关于,差,数学实体
完全平方公式,数学实体,相关于,差,数学实体
裂项相消法,数学实体,相关于,差,数学实体
内容,数学实体,相关于,数学史,数学实体
实词,语文实体,包括,量词,数学实体
量词,数学实体,包括,动量词,语文实体
量词,数学实体,包括,物量词,语文实体
步骤,数学实体,相关于,最小值,数学实体
步骤,数学实体,相关于,最小值,数学实体
优点,数学实体,相关于,最小值,数学实体
最值,数学实体,相关于,最小值,数学实体
最值,数学实体,相关于,最小值,数学实体
几何意义,数学实体,相关于,最小值,数学实体
函数的最小值的定义,数学实体,相关于,最小值,数学实体
线性规划的最优解的定义,数学实体,相关于,最小值,数学实体
线性规划的目标函数的定义,数学实体,相关于,最小值,数学实体
最小值,数学实体,部分于,函数,数学实体
最小值,数学实体,属于,最值,数学实体
表示法,数学实体,相关于,列举法,数学实体
列举法,数学实体,部分于,集合,数学实体
列举法,数学实体,属于,表示法,数学实体
正弦定理,数学实体,相关于,半径,数学实体
正弦定理,数学实体,相关于,对角,数学实体
正弦定理,数学实体,相关于,外接圆,数学实体
正弦定理,数学实体,相关于,正弦,数学实体
正弦定理,数学实体,相关于,边,数学实体
正弦定理,数学实体,相关于,相等,数学实体
正弦定理,数学实体,相关于,三角形,数学实体
正弦定理,数学实体,相关于,比,数学实体
不同点,数学实体,相关于,分层抽样,数学实体
分层抽样,数学实体,属于,抽样,数学实体
逆定理,数学实体,属于,逆命题,数学实体
逆命题,数学实体,属于,命题,数学实体
纯虚数,数学实体,属于,虚数,数学实体
有限性,数学实体,相关于,算法,数学实体
for语句的性质,数学实体,相关于,算法,数学实体
方法,数学实体,相关于,算法,数学实体
功能,数学实体,相关于,算法,数学实体
不唯一性,数学实体,相关于,算法,数学实体
数据输入,数学实体,相关于,算法,数学实体
明确性,数学实体,相关于,算法,数学实体
有效性,数学实体,相关于,算法,数学实体
信息输出,数学实体,相关于,算法,数学实体
要求,数学实体,相关于,算法,数学实体
不同点,数学实体,相关于,互斥,数学实体
不同点,数学实体,相关于,互斥,数学实体
零角,数学实体,属于,角,数学实体
相同点,数学实体,相关于,体,数学实体
抽签法,数学实体,属于,简单随机抽样,数学实体
定积分,数学实体,属于,积分,数学实体
应用,数学实体,相关于,积分,数学实体
不定积分,数学实体,属于,积分,数学实体
坐标,数学实体,相关于,重心,数学实体
三角形的重心的定义,数学实体,相关于,重心,数学实体
重心,数学实体,部分于,三角形,数学实体
等腰直角三角形,数学实体,属于,直角三角形,数学实体
斜边、直角边定理,数学实体,相关于,直角三角形,数学实体
射影定理,数学实体,相关于,直角三角形,数学实体
判定,数学实体,相关于,直角三角形,数学实体
判定,数学实体,相关于,直角三角形,数学实体
勾股定理,数学实体,相关于,直角三角形,数学实体
勾股定理的逆定理,数学实体,相关于,直角三角形,数学实体
直角三角形的判定,数学实体,相关于,直角三角形,数学实体
分类,数学实体,相关于,直角三角形,数学实体
斜边,数学实体,部分于,直角三角形,数学实体
直角三角形,数学实体,属于,三角形,数学实体
共轭虚数,数学实体,属于,共轭复数,数学实体
共轭复数,数学实体,属于,复数,数学实体
球的性质,数学实体,相关于,截面,数学实体
球的性质,数学实体,相关于,截面,数学实体
截面,数学实体,相关于,截面,数学实体
截面,数学实体,相关于,截面,数学实体
截面,数学实体,相关于,旋转,数学实体
截面,数学实体,相关于,圆,数学实体
截面,数学实体,相关于,平行于,数学实体
截面,数学实体,相关于,圆柱,数学实体
截面,数学实体,相关于,平面,数学实体
截面,数学实体,相关于,底面,数学实体
截面,数学实体,相关于,底面,数学实体
截面,数学实体,相关于,平面,数学实体
截面,数学实体,相关于,椭圆,数学实体
截面,数学实体,相关于,平行于,数学实体
截面,数学实体,相关于,圆柱,数学实体
截面,数学实体,相关于,圆锥,数学实体
截面,数学实体,相关于,轴,数学实体
截面,数学实体,相关于,母线,数学实体
截面,数学实体,相关于,顶点,数学实体
截面,数学实体,相关于,椭圆,数学实体
截面,数学实体,相关于,夹角,数学实体
截面,数学实体,相关于,相交于,数学实体
截面,数学实体,相关于,交线,数学实体
截面,数学实体,相关于,双曲线,数学实体
截面,数学实体,相关于,平面,数学实体
截面,数学实体,相关于,抛物线,数学实体
截面,数学实体,相关于,空间,数学实体
截面,数学实体,相关于,平行于,数学实体
截面,数学实体,相关于,直线,数学实体
截面,数学实体,相关于,点,数学实体
截面,数学实体,相关于,面,数学实体
截面,数学实体,相关于,截面,数学实体
截面,数学实体,相关于,截面,数学实体
截面,数学实体,部分于,立体图形,数学实体
无限不循环小数,数学实体,属于,实数,数学实体
正数,数学实体,属于,实数,数学实体
负数,数学实体,属于,实数,数学实体
非负数,数学实体,属于,实数,数学实体
非正数,数学实体,属于,实数,数学实体
横坐标,数学实体,属于,实数,数学实体
小数,数学实体,属于,实数,数学实体
纵坐标,数学实体,属于,实数,数学实体
函数的零点分布,数学实体,相关于,实数,数学实体
函数的零点的定义,数学实体,相关于,实数,数学实体
一般形式,数学实体,相关于,实数,数学实体
平面向量基本定理,数学实体,相关于,实数,数学实体
方程与曲线关系的性质,数学实体,相关于,实数,数学实体
坐标运算,数学实体,相关于,实数,数学实体
坐标表示,数学实体,相关于,实数,数学实体
一次函数的性质,数学实体,相关于,实数,数学实体
向量平行基本定理,数学实体,相关于,实数,数学实体
关系,数学实体,相关于,实数,数学实体
分类,数学实体,相关于,实数,数学实体
分类,数学实体,相关于,实数,数学实体
实数集的定义,数学实体,相关于,实数,数学实体
向量形式,数学实体,相关于,实数,数学实体
函数与方程思想,数学实体,相关于,实数,数学实体
线段的定比分点,数学实体,相关于,实数,数学实体
代数形式,数学实体,相关于,实数,数学实体
基本定理,数学实体,相关于,实数,数学实体
向量的数乘运算的定义,数学实体,相关于,实数,数学实体
向量的数乘的定义,数学实体,相关于,实数,数学实体
空间直角坐标系的点的坐标的定义,数学实体,相关于,实数,数学实体
求曲线的方程,数学实体,相关于,实数,数学实体
一元二次方程的解的性质,数学实体,相关于,实数,数学实体
求定义域,数学实体,相关于,实数,数学实体
产生,数学实体,相关于,实数,数学实体
周期性,数学实体,相关于,实数,数学实体
正态分布密度曲线的定义,数学实体,相关于,实数,数学实体
